"File","OldUrl","NewUrl"
"about\website-knowledge-base\dashboard-and-account\overview\site-dashboard\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\dashboard-and-account\overview\site-dashboard\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\dashboard-and-account\overview\site-dashboard\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\dashboard-and-account\overview\site-dashboard-site-audit\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\dashboard-and-account\overview\site-dashboard-site-audit\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\dashboard-and-account\overview\site-dashboard-site-audit\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\native-ecommerce\bookings\bookings-overview\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\native-ecommerce\bookings\bookings-overview\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\native-ecommerce\bookings\bookings-overview\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\native-ecommerce\bookings\manage-bookings\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\native-ecommerce\bookings\manage-bookings\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\native-ecommerce\bookings\manage-bookings\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\native-ecommerce\bookings\set-up-bookings\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\native-ecommerce\bookings\set-up-bookings\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\native-ecommerce\bookings\set-up-bookings\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\native-ecommerce\customer-management\abandoned-carts-in-native-store\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\native-ecommerce\customer-management\abandoned-carts-in-native-store\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\native-ecommerce\customer-management\abandoned-carts-in-native-store\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\native-ecommerce\customer-management\native-store-emails\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\native-ecommerce\customer-management\native-store-emails\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\native-ecommerce\customer-management\native-store-emails\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\native-ecommerce\customer-management\site-contacts-in-native-store\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\native-ecommerce\customer-management\site-contacts-in-native-store\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\native-ecommerce\customer-management\site-contacts-in-native-store\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\native-ecommerce\payment-taxes-and-orders\orders-in-native-store\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\native-ecommerce\payment-taxes-and-orders\orders-in-native-store\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\native-ecommerce\payment-taxes-and-orders\orders-in-native-store\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\native-ecommerce\payment-taxes-and-orders\payment-in-native-store\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\native-ecommerce\payment-taxes-and-orders\payment-in-native-store\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\native-ecommerce\payment-taxes-and-orders\payment-in-native-store\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\native-ecommerce\payment-taxes-and-orders\taxes-in-native-store\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\native-ecommerce\payment-taxes-and-orders\taxes-in-native-store\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\native-ecommerce\payment-taxes-and-orders\taxes-in-native-store\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\native-ecommerce\products-and-services\google-merchant-center-for-native-store\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\native-ecommerce\products-and-services\google-merchant-center-for-native-store\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\native-ecommerce\products-and-services\google-merchant-center-for-native-store\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\native-ecommerce\products-and-services\import-export-and-update-products-in-native-store\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\native-ecommerce\products-and-services\import-export-and-update-products-in-native-store\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\native-ecommerce\products-and-services\import-export-and-update-products-in-native-store\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\native-ecommerce\products-and-services\products-in-native-store\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\native-ecommerce\products-and-services\products-in-native-store\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\native-ecommerce\products-and-services\products-in-native-store\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\native-ecommerce\products-and-services\subscriptions-in-native-store\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\native-ecommerce\products-and-services\subscriptions-in-native-store\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\native-ecommerce\products-and-services\subscriptions-in-native-store\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\native-ecommerce\shipping-pickup-and-delivery\shipping-and-pickup-in-native-store\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\native-ecommerce\shipping-pickup-and-delivery\shipping-and-pickup-in-native-store\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\native-ecommerce\shipping-pickup-and-delivery\shipping-and-pickup-in-native-store\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\native-ecommerce\store-set-up-and-overview\add-or-remove-native-store\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\native-ecommerce\store-set-up-and-overview\add-or-remove-native-store\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\native-ecommerce\store-set-up-and-overview\add-or-remove-native-store\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\native-ecommerce\store-set-up-and-overview\how-do-i-know-if-i-am-using-native-ecommerce-or-third-party-ecommerce\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\native-ecommerce\store-set-up-and-overview\how-do-i-know-if-i-am-using-native-ecommerce-or-third-party-ecommerce\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\native-ecommerce\store-set-up-and-overview\how-do-i-know-if-i-am-using-native-ecommerce-or-third-party-ecommerce\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\native-ecommerce\store-set-up-and-overview\how-to-create-an-online-store-with-native-ecommerce\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\native-ecommerce\store-set-up-and-overview\how-to-create-an-online-store-with-native-ecommerce\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\native-ecommerce\store-set-up-and-overview\how-to-create-an-online-store-with-native-ecommerce\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\native-ecommerce\store-set-up-and-overview\native-ecommerce-and-third-party-ecommerce-comparison\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\native-ecommerce\store-set-up-and-overview\native-ecommerce-and-third-party-ecommerce-comparison\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\native-ecommerce\store-set-up-and-overview\native-ecommerce-and-third-party-ecommerce-comparison\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\native-ecommerce\store-set-up-and-overview\native-store-business-information\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\native-ecommerce\store-set-up-and-overview\native-store-business-information\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\native-ecommerce\store-set-up-and-overview\native-store-business-information\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\native-ecommerce\store-set-up-and-overview\native-store-overview\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\native-ecommerce\store-set-up-and-overview\native-store-overview\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\native-ecommerce\store-set-up-and-overview\native-store-overview\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\third-party-ecommerce\add-and-manage-products-or-services\add-and-edit-products-in-the-store-third-party-store\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\third-party-ecommerce\add-and-manage-products-or-services\add-and-edit-products-in-the-store-third-party-store\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\third-party-ecommerce\add-and-manage-products-or-services\add-and-edit-products-in-the-store-third-party-store\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\third-party-ecommerce\add-and-manage-products-or-services\add-and-manage-products-or-services\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\third-party-ecommerce\add-and-manage-products-or-services\add-and-manage-products-or-services\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\third-party-ecommerce\add-and-manage-products-or-services\add-and-manage-products-or-services\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\third-party-ecommerce\add-and-manage-products-or-services\import-products-faqs-and-troubleshooting-third-party-store\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\third-party-ecommerce\add-and-manage-products-or-services\import-products-faqs-and-troubleshooting-third-party-store\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\third-party-ecommerce\add-and-manage-products-or-services\import-products-faqs-and-troubleshooting-third-party-store\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\third-party-ecommerce\add-and-manage-products-or-services\import-products-to-your-store-third-party-store\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\third-party-ecommerce\add-and-manage-products-or-services\import-products-to-your-store-third-party-store\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\third-party-ecommerce\add-and-manage-products-or-services\import-products-to-your-store-third-party-store\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\third-party-ecommerce\add-and-manage-products-or-services\lowest-product-price-before-discounting-third-party-store\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\third-party-ecommerce\add-and-manage-products-or-services\lowest-product-price-before-discounting-third-party-store\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\third-party-ecommerce\add-and-manage-products-or-services\lowest-product-price-before-discounting-third-party-store\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\third-party-ecommerce\add-and-manage-products-or-services\product-options-third-party-store\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\third-party-ecommerce\add-and-manage-products-or-services\product-options-third-party-store\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\third-party-ecommerce\add-and-manage-products-or-services\product-options-third-party-store\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\third-party-ecommerce\manage-customers\add-a-store-login-third-party-store\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\third-party-ecommerce\manage-customers\add-a-store-login-third-party-store\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\third-party-ecommerce\manage-customers\add-a-store-login-third-party-store\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\third-party-ecommerce\manage-customers\customer-groups-third-party-store\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\third-party-ecommerce\manage-customers\customer-groups-third-party-store\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\third-party-ecommerce\manage-customers\customer-groups-third-party-store\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\third-party-ecommerce\manage-customers\email-notifications-third-party-store\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\third-party-ecommerce\manage-customers\email-notifications-third-party-store\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\third-party-ecommerce\manage-customers\email-notifications-third-party-store\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\third-party-ecommerce\manage-customers\request-customer-approval-for-promo-emails-third-party-store\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\third-party-ecommerce\manage-customers\request-customer-approval-for-promo-emails-third-party-store\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\third-party-ecommerce\manage-customers\request-customer-approval-for-promo-emails-third-party-store\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\third-party-ecommerce\manage-customers\send-automated-marketing-emails-third-party-store\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\third-party-ecommerce\manage-customers\send-automated-marketing-emails-third-party-store\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\third-party-ecommerce\manage-customers\send-automated-marketing-emails-third-party-store\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\third-party-ecommerce\manage-customers\strong-customer-authentication-sca-third-party-store\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\third-party-ecommerce\manage-customers\strong-customer-authentication-sca-third-party-store\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\third-party-ecommerce\manage-customers\strong-customer-authentication-sca-third-party-store\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\third-party-ecommerce\payments-and-orders\about-payment-options-third-party-store\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\third-party-ecommerce\payments-and-orders\about-payment-options-third-party-store\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\third-party-ecommerce\payments-and-orders\about-payment-options-third-party-store\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\third-party-ecommerce\payments-and-orders\edit-orders-third-party-store\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\third-party-ecommerce\payments-and-orders\edit-orders-third-party-store\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\third-party-ecommerce\payments-and-orders\edit-orders-third-party-store\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\third-party-ecommerce\payments-and-orders\offline-payments-third-party-store\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\third-party-ecommerce\payments-and-orders\offline-payments-third-party-store\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\third-party-ecommerce\payments-and-orders\offline-payments-third-party-store\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\third-party-ecommerce\payments-and-orders\online-payments-third-party-store\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\third-party-ecommerce\payments-and-orders\online-payments-third-party-store\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\third-party-ecommerce\payments-and-orders\online-payments-third-party-store\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\third-party-ecommerce\payments-and-orders\orders-third-party-store\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\third-party-ecommerce\payments-and-orders\orders-third-party-store\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\third-party-ecommerce\payments-and-orders\orders-third-party-store\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\third-party-ecommerce\payments-and-orders\payments-and-orders\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\third-party-ecommerce\payments-and-orders\payments-and-orders\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\third-party-ecommerce\payments-and-orders\payments-and-orders\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\third-party-ecommerce\sales-channels-and-reports\basic-reports-and-sales-stats-third-party-store\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
"about\website-knowledge-base\third-party-ecommerce\sales-channels-and-reports\basic-reports-and-sales-stats-third-party-store\index.html","../../../../../about/how-to-videos/index.html","../../../../../about/how-to-videos.html"
"about\website-knowledge-base\third-party-ecommerce\sales-channels-and-reports\basic-reports-and-sales-stats-third-party-store\index.html","../../../../../about/faq/index.html","../../../../../about/faq.html"
"about\website-knowledge-base\third-party-ecommerce\sales-channels-and-reports\connect-product-catalog-to-tiktok-third-party-store\index.html","../../../../../about/website-knowledge-base/index.html","../../../../../about/website-knowledge-base.html"
